GEOID10,GEOID_NUM,POPULATION_2010,HISPANIC_2010,WHITE_2010,BLACK_2010,NATIVE_AM_2010,ASIAN_2010,HAW_PACIS_2010,OTHER_2010,TWO_OR_MORE_2010,PCT_HISPANIC,PCT_WHITE,PCT_BLACK,PCT_AMERIND,PCT_ASIAN,PCT_HAW_PACIS,PCT_OTHER_RACE,PCT_TWO_OR_MORE_RACES,HOUSINGUNITS_2010,OCCUPIEDUNITS_2010,VACANTUNITS_2010,MALE,FEMALE,AGE_LESS_5,AGE_5_TO_9,AGE_10_TO_14,AGE_15_TO_17,AGE_18_AND_19,AGE_20,AGE_21,AGE_22_TO_24,AGE_25_TO_29,AGE_30_TO_34,AGE_35_TO_39,AGE_40_TO_44,AGE_45_TO_49,AGE_50_TO_54,AGE_55_TO_59,AGE_60_AND_61,AGE_62_TO_64,AGE_65_AND_66,AGE_67_TO_69,AGE_70_TO_74,AGE_75_TO_79,AGE_80_TO_84,AGE_85_PLUS,AGE_0_TO_9,AGE_10_TO_19,AGE_20_TO_29,AGE_30_TO_39,AGE_40_TO_49,AGE_50_TO_59,AGE_60_TO_69,AGE_70_TO_79,AGE_80_PLUS,AGE_LESS_18,AGE_65_PLUS,PCT_LESS_18,PCT_65_PLUS,MED_AGE,MED_AGE_MALE,MED_AGE_FEMALE,AVG_HH_SIZE,NUM_HOUSEHOLDS,ONE_PERSON_HH,ONE_PERSON_HH_MALE,ONE_PERSON_HH_FEMALE,TWO_OR_MORE_PERSON_HH,FAMILY_HHLD,HUSB_WIFE_FAM,HUSB_WIFE_NO_CHILD,HUSB_WIFE_W_CHLDR,OTHER_FAMILY,MALE_HHLDR_NO_WIFE,MALE_HHLDR_W_CHLDR,MALE_HHLDR_NO_CHILDR,FEMALE_HHLDR_NO_HUSB,FEMALE_HHLDR_W_CHILDR,FEMALE_HHLDR_NO_CHILDR,NON_FAMILY_HH,NON_FAMILY_MALE_HHLDR,NON_FAMILY_FEMALE_HHLDR,HH_W_NONRELATIVES,HH_NO_NONRELATIVES,FAMILIES,AVG_FAM_SIZE,POP_GROUP_QRTRS,GQ_INSTITUTIONALIZED,GQ_CORRECTIONAL_FAC,GQ_JUVENILE_FAC,GQ_NURSING_FAC,GQ_OTHER_INST_FAC,GQ_NONINSTITUTIONAL,GQ_COLLEGEHOUSING,GQ_MILITARYQUARTERS,GQ_OTHER_NONINST,HOUSING_UNITS,OCCUPIED_HU,VACANT_HU,OWNED_W_MORTG_LOAN,OWNED_FREE_CLEAR,RENTED,VACANT_FOR_RENT,VACANT_RENTED_NOT_OCC,VACANT_FOR_SALE,VACANT_SOLD_NOT_OCC,VACANT_SEASONAL,VACANT_MIGRANT_WRKR,VACANT_OTHER,AVG_HH_SIZE_OCC_HU,AVG_HH_SIZE_OWNED,AVG_HH_SIZE_RENTED,HU_OWNED,OWNED_AGE_15_TO_24,OWNED_AGE_25_TO_34,OWNED_AGE_35_TO_44,OWNED_AGE_45_TO_54,OWNED_AGE_55_TO_59,OWNED_AGE_60_TO_64,OWNED_AGE_65_TO_74,OWNED_AGE_75_TO_84,OWNED_AGE_85_PLUS,HU_RENTED,RENTED_AGE_15_TO_24,RENTED_AGE_25_TO_34,RENTED_AGE_35_TO_44,RENTED_AGE_45_TO_54,RENTED_AGE_55_TO_59,RENTED_AGE_60_TO_64,RENTED_AGE_65_TO_74,RENTED_AGE_75_TO_84,RENTED_AGE_85_PLUS,SHAPE_Length,SHAPE_Area
8.031E+13,8.03E+13,66,0,63,0,0,1,0,0,2,0,95.45,0,0,1.52,0,0,3.03,38,32,6,32,34,9,3,3,0,0,0,0,2,5,2,11,7,4,2,3,4,3,2,2,0,0,1,3,12,3,7,13,11,5,11,0,4,15,8,22.73,12.12,39,38,41,2.06,32,12,3,9,20,15,12,7,5,3,2,1,1,1,1,0,5,1,4,6,26,15,2.87,0,0,0,0,0,0,0,0,0,0,38,32,6,15,7,10,1,0,3,0,1,0,1,2.06,2.14,1.9,22,0,0,6,4,2,3,4,1,2,10,1,4,3,0,0,2,0,0,0,0.005988425,2.13E-06
8.031E+13,8.03E+13,58,1,54,0,0,2,0,0,1,1.72,93.1,0,0,3.45,0,0,1.72,28,27,1,21,37,5,1,2,2,0,0,0,1,4,6,6,2,4,2,4,3,6,1,3,5,1,0,0,6,4,5,12,6,6,13,6,0,10,10,17.24,17.24,44.5,58.5,34.8,2.15,27,8,3,5,19,16,13,3,10,3,1,1,0,2,1,1,3,2,1,5,22,16,2.63,0,0,0,0,0,0,0,0,0,0,28,27,1,9,6,12,0,0,0,0,0,0,1,2.15,2.2,2.08,15,0,1,2,2,1,2,6,1,0,12,1,3,1,2,1,3,1,0,0,0.00589823,2.07E-06
8.031E+13,8.03E+13,33,0,33,0,0,0,0,0,0,0,100,0,0,0,0,0,0,12,11,1,19,14,2,3,5,1,1,0,0,0,0,0,1,4,5,2,0,2,3,1,0,2,1,0,0,5,7,0,1,9,2,6,3,0,11,4,33.33,12.12,44.5,43.5,48.5,3,11,1,0,1,10,9,8,3,5,1,1,1,0,0,0,0,1,1,0,2,9,9,3.22,0,0,0,0,0,0,0,0,0,0,12,11,1,9,1,1,0,0,0,0,1,0,0,3,2.9,4,10,0,0,1,4,0,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0.006139116,2.28E-06
8.031E+13,8.03E+13,42,0,36,0,0,2,0,0,4,0,85.71,0,0,4.76,0,0,9.52,18,16,2,20,22,3,3,1,2,2,0,1,1,0,3,1,1,3,3,5,1,4,5,1,1,0,0,1,6,5,2,4,4,8,11,1,1,9,8,21.43,19.05,50,51.5,50,2.63,16,2,0,2,14,14,12,5,7,2,1,0,1,1,0,1,0,0,0,0,16,14,2.86,0,0,0,0,0,0,0,0,0,0,18,16,2,5,11,0,0,0,0,2,0,0,0,2.63,2.63,0,16,0,2,0,2,4,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0.006476325,2.45E-06
8.03101E+13,8.03E+13,28,0,28,0,0,0,0,0,0,0,100,0,0,0,0,0,0,15,14,1,13,15,1,0,0,0,0,0,0,0,0,0,0,2,1,1,3,4,3,2,1,1,2,5,2,1,0,0,0,3,4,10,3,7,1,13,3.57,46.43,64.5,66.5,61.5,2,14,2,1,1,12,12,12,1,11,0,0,0,0,0,0,0,0,0,0,0,14,12,2.17,0,0,0,0,0,0,0,0,0,0,15,14,1,6,7,1,0,0,0,0,1,0,0,2,2,2,13,0,0,1,0,2,2,3,3,2,1,0,0,0,0,0,1,0,0,0,0.006372931,2.37E-06
8.03102E+13,8.03E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000851223,9.05E-09
8.03102E+13,8.03E+13,241,20,194,7,1,16,0,1,2,8.3,80.5,2.9,0.41,6.64,0,0.41,0.83,150,136,14,117,124,13,10,7,1,2,2,0,9,15,38,22,19,21,20,19,5,5,3,5,8,9,6,2,23,10,26,60,40,39,18,17,8,31,33,12.86,13.69,40.3,38.7,41,1.77,136,69,26,43,67,47,35,9,26,12,5,5,0,7,2,5,20,10,10,23,113,47,2.68,0,0,0,0,0,0,0,0,0,0,150,136,14,80,20,36,5,0,4,1,2,0,2,1.77,1.77,1.78,100,0,23,15,24,10,10,8,8,2,36,3,9,8,8,4,0,1,3,0,0.021257041,9.58E-06
8.031E+13,8.03E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001685851,1.50E-07
8.031E+13,8.03E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005966323,2.14E-06
8.03101E+13,8.03E+13,15,4,1,4,1,5,0,0,0,26.67,6.67,26.67,6.67,33.33,0,0,0,7,7,0,6,9,2,0,1,0,0,0,0,1,1,0,0,2,1,2,3,0,0,1,0,0,1,0,0,2,1,2,0,3,5,1,1,0,3,2,20,13.33,47.5,36,54.5,2.14,7,4,0,4,3,2,2,1,1,0,0,0,0,0,0,0,1,1,0,1,6,2,4.5,0,0,0,0,0,0,0,0,0,0,7,7,0,5,1,1,0,0,0,0,0,0,0,2.14,1.67,5,6,0,0,1,2,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0.004915687,1.40E-06
8.03101E+13,8.03E+13,111,34,24,39,0,5,0,2,7,30.63,21.62,35.14,0,4.5,0,1.8,6.31,40,38,2,47,64,9,20,10,2,3,2,2,3,7,8,16,10,5,5,4,0,1,2,1,1,0,0,0,29,15,14,24,15,9,4,1,0,41,4,36.94,3.6,28.6,28.5,29,2.92,38,11,4,7,27,26,14,9,5,12,3,1,2,9,6,3,1,0,1,3,35,26,3.58,0,0,0,0,0,0,0,0,0,0,40,38,2,32,0,6,0,0,1,0,0,0,1,2.92,2.91,3,32,0,6,15,6,1,1,3,0,0,6,1,2,3,0,0,0,0,0,0,0.006103172,2.13E-06
8.03101E+13,8.03E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275418,2.57E-05
8.031E+13,8.03E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002466117,2.28E-07
8.031E+13,8.03E+13,66,0,56,4,0,6,0,0,0,0,84.85,6.06,0,9.09,0,0,0,22,22,0,29,37,6,12,5,2,1,0,0,1,1,2,5,9,3,4,4,2,4,1,2,0,1,1,0,18,8,2,7,12,8,9,1,1,25,5,37.88,7.58,38.5,38.5,38.5,3,22,3,0,3,19,19,17,10,7,2,0,0,0,2,1,1,0,0,0,0,22,19,3.32,0,0,0,0,0,0,0,0,0,0,22,22,0,16,5,1,0,0,0,0,0,0,0,3,3.1,1,21,0,1,7,4,3,2,3,1,0,1,0,1,0,0,0,0,0,0,0,0.005788692,1.97E-06
8.031E+13,8.03E+13,69,4,62,1,0,0,0,0,2,5.8,89.86,1.45,0,0,0,0,2.9,23,23,0,35,34,8,9,5,3,0,0,0,2,0,5,8,7,6,6,5,1,1,1,0,1,0,1,0,17,8,2,13,13,11,3,1,1,25,3,36.23,4.35,37.8,34.5,39.5,3,23,3,1,2,20,20,17,13,4,3,1,1,0,2,1,1,0,0,0,1,22,20,3.25,0,0,0,0,0,0,0,0,0,0,23,23,0,17,5,1,0,0,0,0,0,0,0,3,3,3,22,0,1,8,6,4,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0.0058038,1.99E-06
8.031E+13,8.03E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01584926,3.59E-06
8.031E+13,8.03E+13,98,80,18,0,0,0,0,0,0,81.63,18.37,0,0,0,0,0,0,36,32,4,44,54,11,8,3,3,5,3,5,5,9,4,8,8,6,8,7,0,3,0,0,1,1,0,0,19,11,22,12,14,15,3,2,0,25,2,25.51,2.04,28.8,34.5,27,3.06,32,8,4,4,24,24,14,11,3,10,5,1,4,5,1,4,0,0,0,3,29,24,3.58,0,0,0,0,0,0,0,0,0,0,36,32,4,15,3,14,0,0,3,0,0,0,1,3.06,3.11,3,18,1,3,4,5,2,2,1,0,0,14,1,3,5,3,1,0,0,1,0,0.008395909,3.43E-06
8.031E+13,8.03E+13,64,34,28,0,0,1,0,1,0,53.13,43.75,0,0,1.56,0,1.56,0,44,31,13,30,34,3,0,1,1,1,4,0,6,9,11,3,4,4,5,7,2,2,0,0,0,0,0,1,3,3,19,14,8,12,4,0,1,5,1,7.81,1.56,32.3,33.5,31.5,2.06,31,11,7,4,20,11,7,2,5,4,1,0,1,3,0,3,9,2,7,9,22,11,3,0,0,0,0,0,0,0,0,0,0,44,31,13,14,3,14,0,0,10,0,0,0,3,2.06,2.29,1.79,17,0,3,3,5,3,3,0,0,0,14,3,8,1,1,1,0,0,0,0,0.00525188,1.62E-06
8.031E+13,8.03E+13,28,9,16,3,0,0,0,0,0,32.14,57.14,10.71,0,0,0,0,0,16,14,2,10,18,2,1,2,2,0,0,0,2,3,5,4,1,0,0,1,0,1,3,1,0,0,0,0,3,4,5,9,1,1,5,0,0,7,4,25,14.29,31.3,36.5,27.5,2,14,7,4,3,7,5,2,0,2,3,0,0,0,3,2,1,2,2,0,3,11,5,3,0,0,0,0,0,0,0,0,0,0,16,14,2,7,3,4,1,0,0,0,0,0,1,2,1.4,3.5,10,0,2,4,0,1,1,2,0,0,4,0,3,1,0,0,0,0,0,0,0.005241323,1.62E-06
8.031E+13,8.03E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005978216,2.13E-06
8.031E+13,8.03E+13,57,11,40,4,0,2,0,0,0,19.3,70.18,7.02,0,3.51,0,0,0,29,27,2,28,29,4,7,0,0,0,0,0,2,4,8,3,4,6,2,4,1,3,2,3,1,3,0,0,11,0,6,11,10,6,9,4,0,11,9,19.3,15.79,40.5,39,43.5,2.11,27,9,4,5,18,14,12,6,6,2,2,1,1,0,0,0,4,2,2,4,23,14,2.86,0,0,0,0,0,0,0,0,0,0,29,27,2,14,6,7,0,0,1,0,1,0,0,2.11,2,2.43,20,0,3,2,5,1,2,5,2,0,7,0,3,2,1,1,0,0,0,0,0.005943452,2.10E-06
8.031E+13,8.03E+13,53,9,44,0,0,0,0,0,0,16.98,83.02,0,0,0,0,0,0,28,28,0,26,27,0,4,1,1,0,0,0,0,2,4,8,10,5,6,6,3,2,0,0,0,0,1,0,4,2,2,12,15,12,5,0,1,6,1,11.32,1.89,42.3,42,42.5,1.89,28,10,4,6,18,15,14,3,11,1,0,0,0,1,1,0,3,1,2,4,24,15,2.4,0,0,0,0,0,0,0,0,0,0,28,28,0,18,3,7,0,0,0,0,0,0,0,1.89,1.76,2.29,21,0,1,10,3,3,3,0,1,0,7,0,2,0,2,3,0,0,0,0,0.005956562,2.11E-06
8.031E+13,8.03E+13,55,8,47,0,0,0,0,0,0,14.55,85.45,0,0,0,0,0,0,26,25,1,27,28,7,2,2,0,0,0,0,3,5,8,9,8,0,1,3,3,0,0,1,2,0,0,1,9,2,8,17,8,4,4,2,1,11,4,20,7.27,35.5,37.3,34.5,2.2,25,8,2,6,17,13,12,8,4,1,1,1,0,0,0,0,4,2,2,5,20,13,2.85,0,0,0,0,0,0,0,0,0,0,26,25,1,17,2,6,0,0,0,0,1,0,0,2.2,2.21,2.17,19,1,6,8,0,1,1,1,0,1,6,1,0,2,0,1,1,1,0,0,0.005857696,2.05E-06
8.031E+13,8.03E+13,5,1,3,1,0,0,0,0,0,20,60,20,0,0,0,0,0,2,2,0,3,2,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,1,0,20,0,40.5,40.5,39,2.5,2,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,2.5,2.5,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003070381,5.70E-07
8.031E+13,8.03E+13,27,6,20,0,0,0,0,0,1,22.22,74.07,0,0,0,0,0,3.7,13,12,1,12,15,2,0,2,1,0,0,1,0,0,2,3,1,1,2,1,1,2,0,2,2,1,1,2,2,3,1,5,2,3,5,3,3,5,8,18.52,29.63,51.5,40,56.5,2.25,12,2,0,2,10,10,5,1,4,5,0,0,0,5,3,2,0,0,0,0,12,10,2.5,0,0,0,0,0,0,0,0,0,0,13,12,1,8,2,2,0,0,1,0,0,0,0,2.25,2.2,2.5,10,0,1,2,0,1,1,3,0,2,2,0,1,0,1,0,0,0,0,0,0.005654245,1.75E-06
8.031E+13,8.03E+13,46,5,39,1,0,0,0,0,1,10.87,84.78,2.17,0,0,0,0,2.17,24,24,0,25,21,2,1,2,0,0,0,0,1,11,5,3,1,7,7,4,1,0,0,0,0,0,0,1,3,2,12,8,8,11,1,0,1,5,1,10.87,2.17,35.5,35.8,30.8,1.92,24,8,5,3,16,10,9,2,7,1,0,0,0,1,1,0,6,4,2,6,18,10,2.5,0,0,0,0,0,0,0,0,0,0,24,24,0,12,4,8,0,0,0,0,0,0,0,1.92,1.88,2,16,0,3,3,7,3,0,0,0,0,8,0,5,0,2,0,0,0,0,1,0.006272318,2.04E-06
8.031E+13,8.03E+13,55,9,42,0,0,0,0,0,4,16.36,76.36,0,0,0,0,0,7.27,30,30,0,26,29,1,3,2,1,0,0,0,0,7,9,6,6,4,4,3,0,0,1,1,4,1,2,0,4,3,7,15,10,7,2,5,2,7,9,12.73,16.36,37.5,39,35.5,1.83,30,13,7,6,17,12,9,2,7,3,2,1,1,1,0,1,5,1,4,5,25,12,2.58,0,0,0,0,0,0,0,0,0,0,30,30,0,18,3,9,0,0,0,0,0,0,0,1.83,1.71,2.11,21,0,4,7,3,1,0,4,2,0,9,0,4,2,2,0,0,1,0,0,0.006510883,2.13E-06
8.031E+13,8.03E+13,16,6,10,0,0,0,0,0,0,37.5,62.5,0,0,0,0,0,0,12,9,3,8,8,0,0,1,2,1,0,0,0,0,2,2,1,5,1,0,0,0,0,1,0,0,0,0,0,4,0,4,6,1,1,0,0,3,1,18.75,6.25,39.5,42,39.5,1.78,9,5,2,3,4,4,3,1,2,1,1,1,0,0,0,0,0,0,0,0,9,4,2.75,0,0,0,0,0,0,0,0,0,0,12,9,3,6,0,3,0,0,0,0,1,0,2,1.78,1.5,2.33,6,0,1,1,3,0,0,1,0,0,3,0,1,1,1,0,0,0,0,0,0.004474849,1.24E-06
8.031E+13,8.03E+13,62,49,13,0,0,0,0,0,0,79.03,20.97,0,0,0,0,0,0,20,20,0,28,34,8,5,7,3,1,0,0,3,4,2,3,5,7,5,1,1,0,1,1,1,2,1,1,13,11,7,5,12,6,3,3,2,23,7,37.1,11.29,31.5,26,36.5,3.1,20,5,2,3,15,15,9,3,6,6,1,1,0,5,3,2,0,0,0,2,18,15,3.67,0,0,0,0,0,0,0,0,0,0,20,20,0,9,3,8,0,0,0,0,0,0,0,3.1,2.75,3.63,12,1,1,2,5,0,0,1,1,1,8,0,2,2,2,0,1,1,0,0,0.005621498,1.80E-06
8.031E+13,8.03E+13,38,26,8,3,0,0,0,0,1,68.42,21.05,7.89,0,0,0,0,2.63,12,12,0,25,13,3,3,1,0,0,1,1,1,4,3,2,1,2,6,3,1,0,0,1,2,1,1,1,6,1,7,5,3,9,2,3,2,7,6,18.42,15.79,39,41.5,32.5,3.17,12,2,1,1,10,9,7,3,4,2,1,0,1,1,0,1,1,1,0,1,11,9,3.11,0,0,0,0,0,0,0,0,0,0,12,12,0,8,2,2,0,0,0,0,0,0,0,3.17,2.6,6,10,0,1,1,2,1,1,1,2,1,2,0,1,0,1,0,0,0,0,0,0.004416091,1.19E-06
8.031E+13,8.03E+13,47,34,7,0,0,6,0,0,0,72.34,14.89,0,0,12.77,0,0,0,13,13,0,19,28,2,6,4,1,3,2,1,0,3,3,2,2,2,4,3,1,1,1,0,2,4,0,0,8,8,6,5,4,7,3,6,0,13,7,27.66,14.89,32.5,21.5,34.5,3.62,13,1,0,1,12,12,7,3,4,5,1,0,1,4,1,3,0,0,0,1,12,12,3.75,0,0,0,0,0,0,0,0,0,0,13,13,0,7,3,3,0,0,0,0,0,0,0,3.62,3.6,3.67,10,0,1,2,3,0,1,1,2,0,3,1,0,0,1,1,0,0,0,0,0.004558779,1.24E-06
8.031E+13,8.03E+13,76,40,31,0,3,1,0,0,1,52.63,40.79,0,3.95,1.32,0,0,1.32,29,28,1,36,40,7,5,4,2,1,1,2,3,4,4,6,3,6,9,3,1,3,1,1,2,5,2,1,12,7,10,10,9,12,6,7,3,18,12,23.68,15.79,39,42.5,36.5,2.71,28,9,4,5,19,17,11,3,8,6,2,1,1,4,4,0,2,1,1,7,21,17,3.24,0,0,0,0,0,0,0,0,0,0,29,28,1,15,7,6,0,0,0,0,1,0,0,2.71,2.64,3,22,1,2,3,4,1,3,2,5,1,6,0,1,1,3,1,0,0,0,0,0.007493307,2.78E-06
8.031E+13,8.03E+13,90,47,40,0,0,0,0,0,3,52.22,44.44,0,0,0,0,0,3.33,34,33,1,44,46,7,6,7,5,2,3,1,7,8,3,5,7,11,6,4,1,2,2,2,0,0,1,0,13,14,19,8,18,10,7,0,1,25,5,27.78,5.56,29,35,27,2.73,33,7,4,3,26,23,18,9,9,5,3,2,1,2,1,1,3,1,2,4,29,23,3.3,0,0,0,0,0,0,0,0,0,0,34,33,1,22,4,7,0,0,0,0,0,0,1,2.73,2.88,2.14,26,1,5,4,7,3,3,2,1,0,7,1,1,1,4,0,0,0,0,0,0.008000233,2.85E-06
8.031E+13,8.03E+13,51,40,10,0,0,0,0,0,1,78.43,19.61,0,0,0,0,0,1.96,17,17,0,21,30,3,4,4,3,3,0,1,5,1,2,6,6,5,1,1,0,0,1,0,0,2,1,2,7,10,7,8,11,2,1,2,3,14,6,27.45,11.76,34.5,34.5,30.5,3,17,4,1,3,13,12,8,4,4,4,2,2,0,2,1,1,1,1,0,4,13,12,3.5,0,0,0,0,0,0,0,0,0,0,17,17,0,12,4,1,0,0,0,0,0,0,0,3,3.13,1,16,2,2,5,2,1,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0.005388487,1.68E-06
8.03101E+13,8.03E+13,131,88,10,23,0,4,0,0,6,67.18,7.63,17.56,0,3.05,0,0,4.58,31,29,2,64,67,11,19,22,8,2,2,2,6,5,14,11,7,5,5,3,3,2,0,2,0,1,0,1,30,32,15,25,12,8,7,1,1,60,4,45.8,3.05,21.8,23,21.3,4.52,29,8,4,4,21,21,13,9,4,8,4,3,1,4,4,0,0,0,0,4,25,21,5.62,0,0,0,0,0,0,0,0,0,0,31,29,2,13,5,11,0,1,1,0,0,0,0,4.52,3.44,6.27,18,0,3,4,4,1,3,2,1,0,11,1,6,2,1,1,0,0,0,0,0.009144282,2.71E-06
8.03101E+13,8.03E+13,171,74,30,64,1,0,1,0,1,43.27,17.54,37.43,0.58,0,0.58,0,0.58,52,50,2,95,76,18,16,10,14,7,5,2,11,7,13,10,6,6,11,9,5,6,5,3,2,5,0,0,34,31,25,23,12,20,19,7,0,58,15,33.92,8.77,27.5,27.5,27,3.42,50,11,6,5,39,33,17,6,11,16,6,1,5,10,4,6,6,3,3,8,42,33,4.03,0,0,0,0,0,0,0,0,0,0,52,50,2,31,9,10,0,0,0,0,0,0,2,3.42,3.28,4,40,2,3,4,7,6,4,10,4,0,10,0,2,4,2,0,2,0,0,0,0.020275516,7.52E-06
8.031E+13,8.03E+13,150,134,7,9,0,0,0,0,0,89.33,4.67,6,0,0,0,0,0,44,37,7,88,62,12,16,13,13,7,2,0,9,17,10,13,9,9,4,4,2,3,0,0,5,0,1,1,28,33,28,23,18,8,5,5,2,54,7,36,4.67,26,25.5,27,4.05,37,4,3,1,33,26,14,9,5,12,4,2,2,8,5,3,7,5,2,12,25,26,4.54,0,0,0,0,0,0,0,0,0,0,44,37,7,8,3,26,4,0,1,0,0,0,2,4.05,4.45,3.88,11,0,1,3,4,0,0,1,1,1,26,2,10,6,2,1,2,3,0,0,0.004984708,1.55E-06
8.031E+13,8.03E+13,47,1,46,0,0,0,0,0,0,2.13,97.87,0,0,0,0,0,0,20,19,1,24,23,2,2,4,2,1,0,1,1,0,1,3,2,3,8,5,3,1,2,0,3,2,1,0,4,7,2,4,5,13,6,5,1,10,8,21.28,17.02,50.8,44,54.5,2.47,19,4,0,4,15,14,13,5,8,1,0,0,0,1,0,1,1,1,0,1,18,14,2.93,0,0,0,0,0,0,0,0,0,0,20,19,1,15,4,0,1,0,0,0,0,0,0,2.47,2.47,0,19,0,0,2,6,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0.006379443,2.51E-06
8.031E+13,8.03E+13,61,0,58,0,0,3,0,0,0,0,95.08,0,0,4.92,0,0,0,24,24,0,29,32,11,6,2,0,0,0,0,0,2,6,10,5,3,5,3,2,2,1,1,0,0,2,0,17,2,2,16,8,8,6,0,2,19,4,31.15,6.56,36.8,38.8,36,2.54,24,5,2,3,19,19,14,9,5,5,3,1,2,2,1,1,0,0,0,0,24,19,2.95,0,0,0,0,0,0,0,0,0,0,24,24,0,16,4,4,0,0,0,0,0,0,0,2.54,2.45,3,20,0,2,6,5,3,2,1,1,0,4,0,1,3,0,0,0,0,0,0,0.005947029,2.10E-06
